TreeID,TreeHeight,TreeSpread,TreeNorth,TreeEast,FrmVigName,LocModName,TreeRem,TreePltDat,SpName,SpCmnName
AC0249,3,2,-31.99868227,115.8917162,Perfect form and excellent vigour,Perfect suitability,Existing,,Corymbia calophylla, 
AC0250,12,18,-31.9986849,115.8919008,Bifurcation of trunk & good vigour,Could be better located but no problems,Existing,,Corymbia calophylla, 
AC0251,7,9,-31.99865396,115.8882189,Good vigour with average form,Perfect suitability,Existing,,Melaleuca rhaphiophylla, 
AC0252,4,4,-31.99865442,115.8882181,Good vigour with average form,Perfect suitability,Existing,,Melaleuca rhaphiophylla, 
AC0253,22,12,-31.99864808,115.8873929,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0254,4,5,-31.99865608,115.8882182,Good vigour with average form,Perfect suitability,Existing,,Melaleuca rhaphiophylla, 
AC0255,13,5,-31.99865625,115.8879405,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0256,20,12,-31.9986748,115.8898413,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0257,22,14,-31.9986665,115.8887799,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0258,8,5,-31.99866176,115.8882224,Good vigour with average form,Perfect suitability,Existing,,Pinus pinaster, 
AC0259,8,2,-31.99866263,115.8882159,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0260,7,6,-31.99868139,115.8901515,Good form with good vigour,Perfect suitability,Existing,,Brachychiton acerifolius, 
AC0261,21,9,-31.99867466,115.8891334,Slight imperfections & slightly reduced vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0262,2,5,-31.99869816,115.8917246,Perfect form and excellent vigour,Perfect suitability,Existing,,Banksia menziesii, 
AC0263,2,5,-31.99870169,115.8917785,Perfect form and excellent vigour,Perfect suitability,Existing,,Banksia menziesii, 
AC0264,21,12,-31.99869847,115.8911411,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0265,7,3,-31.9986699,115.8876225,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0266,13,5,-31.99867341,115.8880144,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0267,9,3,-31.99867462,115.8877354,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0268,4,3,-31.9986925,115.8896814,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0269,23,14,-31.99867718,115.8876837,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0270,22,12,-31.99868342,115.8880552,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0271,20,9,-31.99870036,115.8897996,Good form with average vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0272,12,16,-31.99871957,115.8916509,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Corymbia calophylla, 
AC0273,15,20,-31.99872007,115.8915173,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC0274,9,3,-31.99868783,115.8877667,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0275,13,3,-31.99869077,115.8879606,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0276,22,11,-31.99869775,115.8886774,Good form with average vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0277,4,3,-31.99872065,115.8912386,Poor form and poor vigour,Perfect suitability,Existing,,Corymbia ficifolia, 
AC0278,4,3,-31.99869277,115.8876207,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0279,12,3,-31.99870025,115.8879479,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0280,23,15,-31.99869613,115.887465,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0281,20,10,-31.99872216,115.8896174,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0282,20,12,-31.99872187,115.8894975,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0283,7,4,-31.99870848,115.8879436,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0284,12,5,-31.99870866,115.8879405,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0285,1.5,2,-31.99871643,115.8884545,Good form with good vigour,Perfect suitability,Existing,,Washingtonia filifera, 
AC0286,13,5,-31.99871463,115.8879996,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0287,12,7,-31.99871553,115.8880631,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0288,21,10,-31.99872764,115.8891566,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0289,13,4,-31.99871707,115.8879488,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0290,23,13,-31.99871524,115.8876435,Good form with poor vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0291,3,6,-31.99875551,115.8918408,Slight imperfections in form,Perfect suitability,Existing,,Banksia menziesii, 
AC0292,6,5,-31.99873287,115.8884798,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus camaldulensis var. obtusa, 
AC0293,21,14,-31.99873667,115.8889053,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0294,23,12,-31.99872326,115.8872524,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0295,9,4,-31.99873073,115.8880035,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0296,10,2,-31.99873015,115.8878428,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0297,8,4,-31.99873073,115.8876962,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0298,8,12,-31.99876977,115.8920386,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC0299,13,7,-31.99873586,115.8879946,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0300,7,9,-31.99876635,115.8914155,Perfect form and excellent vigour,Perfect suitability,Existing,,Eucalyptus microtheca, 
AC0301,3,6,-31.99876925,115.8917361,Good form with good vigour,Perfect suitability,Existing,,Grevillea Species, 
AC0302,24,13,-31.99873936,115.8881777,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0303,5,6,-31.99876854,115.8913298,Slightly reduced vigour,Perfect suitability,Existing,,Casuarina equisetifolia, 
AC0304,22,14,-31.99873492,115.8873904,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0305,14,12,-31.99873709,115.8874454,Good vigour with average form,Perfect suitability,Existing,,Pinus pinaster, 
AC0306,3,2,-31.99877325,115.8915599,Good vigour with average form,Perfect suitability,Existing,,Eucalyptus melliodora, 
AC0307,3,5,-31.99877598,115.8917869,Good form with good vigour,Perfect suitability,Existing,,Grevillea Species, 
AC0308,7,2,-31.99874203,115.8875517,Dead,Perfect suitability,Existing,,Pinus pinaster, 
AC0309,5,5,-31.99877992,115.8914826,Slight imperfections in form,Perfect suitability,Existing,,Hakea Species, 
AC0310,6,8,-31.99875933,115.8889293,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0311,13,5,-31.99875053,115.8878818,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0312,7,4,-31.99874944,115.8877069,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0313,3,3,-31.99875805,115.888643,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Melia azedarach, 
AC0314,22,14,-31.99876278,115.8887293,Good form with average vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0315,3,10,-31.99879635,115.8917873,Good form with good vigour,Perfect suitability,Existing,,Chamelaucium uncinatum, 
AC0316,2,3,-31.99876618,115.8877492,Dead,Perfect suitability,Existing,,Pinus pinaster, 
AC0317,4,6,-31.99880472,115.8917657,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Melaleuca rhaphiophylla, 
AC0318,11,5,-31.99877385,115.8879055,Dead,Perfect suitability,Existing,,Pinus pinaster, 
AC0319,5,5,-31.99878104,115.8886911,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Melia azedarach, 
AC0320,7,10,-31.99881363,115.8921187,Slight imperfections in form,Perfect suitability,Existing,,Eucalyptus microtheca, 
AC0321,21,10,-31.99879013,115.8893215,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0322,14,8,-31.99877241,115.8872073,Dead,Perfect suitability,Existing,,Pinus pinaster, 
AC0323,8,6,-31.99881071,115.8912842,Good form with poor vigour,Perfect suitability,Existing,,Casuarina equisetifolia, 
AC0324,8,6,-31.99881376,115.8912758,Slight imperfections in form,Perfect suitability,Existing,,Casuarina equisetifolia, 
AC0325,4,8,-31.99881994,115.8919163,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Melaleuca nesophila, 
AC0326,23,13,-31.99877916,115.887238,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0327,5,5,-31.99881675,115.8914623,Slight imperfections in form,Perfect suitability,Existing,,Hakea Species, 
AC0328,10,8,-31.99878969,115.8882521,Dead,Perfect suitability,Existing,,Pinus pinaster, 
AC0329,6,5,-31.9988219,115.891832,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Allocasuarina fraseriana, 
AC0330,20,10,-31.99880933,115.8895889,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0331,7,4,-31.9988305,115.8918171,Perfect form and excellent vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0332,20,7,-31.99881164,115.8894562,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0333,6,8,-31.99882916,115.8912352,Poor vigour with average form,Perfect suitability,Existing,,Corymbia ficifolia, 
AC0334,23,15,-31.99879384,115.8871179,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0335,24,12,-31.99880606,115.8881934,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0336,4,8,-31.998841,115.8921504,Good form with good vigour,Perfect suitability,Existing,,Acacia Species, 
AC0337,7,7,-31.99880904,115.8884177,Good form with good vigour,Perfect suitability,Existing,,Melia azedarach, 
AC0338,22,13,-31.99881728,115.888757,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0339,21,14,-31.99882141,115.8890434,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0340,3,6,-31.99884429,115.8913923,Good form with good vigour,Perfect suitability,Existing,,Chamelaucium uncinatum, 
AC0341,3,7,-31.9988527,115.8916177,Perfect form and excellent vigour,Perfect suitability,Existing,,Callistemon viminalis, 
AC0342,3,6,-31.99885717,115.8919184,Good form with good vigour,Perfect suitability,Existing,,Chamelaucium uncinatum, 
AC0343,13,17,-31.99885902,115.8921261,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC0344,22,14,-31.99883938,115.8898709,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0345,5,4,-31.9988526,115.891344,Slight imperfections in form,Perfect suitability,Existing,,Eucalyptus grandis, 
AC0346,21,14,-31.99883264,115.8889546,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0347,9,3,-31.99882291,115.8876694,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0348,13,8,-31.99882645,115.8880582,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0349,21,12,-31.99884059,115.8893642,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0350,7,3,-31.99882808,115.8878374,Good vigour with average form,Perfect suitability,Existing,,Pinus pinaster, 
AC0351,7,3,-31.9988277,115.8876729,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0352,5,3,-31.99883627,115.8883969,Good form with good vigour,Perfect suitability,Existing,,Washingtonia filifera, 
AC0353,5,6,-31.99886218,115.8912074,Perfect form and excellent vigour,Perfect suitability,Existing,,Eucalyptus microtheca, 
AC0354,7,3,-31.99886285,115.8912821,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus microtheca, 
AC0355,23,17,-31.99883266,115.8877762,Perfect form and excellent vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0356,23,15,-31.99883117,115.8875264,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0357,23,13,-31.99883001,115.887118,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0358,3,6,-31.9988758,115.8919521,Good form with good vigour,Perfect suitability,Existing,,Chamelaucium uncinatum, 
AC0359,3,6,-31.99887779,115.8921799,Good form with good vigour,Perfect suitability,Existing,,Acacia Species, 
AC0360,7,5,-31.99887123,115.891303,Perfect form and excellent vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC0361,7,5,-31.99884762,115.8884501,Good form with good vigour,Perfect suitability,Existing,,Melia azedarach, 
AC0362,8,4,-31.99887356,115.8912952,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus microtheca, 
AC0363,7,7,-31.99885223,115.8881187,Good vigour with average form,Perfect suitability,Existing,,Pinus pinaster, 
AC0364,10,2,-31.998851,115.8879556,Dead,Perfect suitability,Existing,,Pinus pinaster, 
AC0365,14,5,-31.998854,115.8879483,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0366,9,9,-31.99889442,115.8922567,Perfect form and excellent vigour,Perfect suitability,Existing,,Eucalyptus microtheca, 
AC0367,23,13,-31.99885378,115.8875796,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0368,5,5,-31.99888789,115.8912204,Perfect form and excellent vigour,Perfect suitability,Existing,,Corymbia ficifolia, 
AC0369,15,6,-31.99886148,115.8881325,Dead,Perfect suitability,Existing,,Pinus pinaster, 
AC0370,23,14,-31.99886043,115.8877652,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0371,4,6,-31.99889309,115.8914337,Good form with poor vigour,Perfect suitability,Existing,,Acacia Species, 
AC0372,11,6,-31.99886689,115.8883299,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0373,10,10,-31.99888171,115.8898748,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0374,7,5,-31.99886827,115.8883349,Good vigour with average form,Could be better located but no problems,Existing,,Pinus pinaster, 
AC0375,13,9,-31.99886853,115.8878951,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0376,22,9,-31.99888547,115.8898067,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0377,6,10,-31.99890669,115.8913183,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Eucalyptus microtheca, 
AC0378,4,8,-31.99891996,115.8921718,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus erythrocorys, 
AC0379,24,16,-31.99888673,115.8880517,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0380,8,5,-31.99888319,115.8872895,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0381,4,3,-31.99888633,115.8873685,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0382,3,4,-31.99892253,115.8913807,Good form with good vigour,Perfect suitability,Existing,,Grevillea Species, 
AC0383,23,16,-31.99889467,115.8879625,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0384,8,3,-31.99893128,115.891876,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Eucalyptus camaldulensis var. obtusa, 
AC0385,4,6,-31.99893545,115.8922679,Dead,Perfect suitability,Existing,,Corymbia ficifolia, 
AC0386,8,3,-31.99893238,115.8918968,Slight imperfections in form,Perfect suitability,Existing,,Eucalyptus camaldulensis var. obtusa, 
AC0387,8,2,-31.99893259,115.8918884,Slight imperfections in form,Perfect suitability,Existing,,Eucalyptus camaldulensis var. obtusa, 
AC0388,8,4,-31.9989337,115.8919039,Good vigour with average form,Perfect suitability,Existing,,Eucalyptus camaldulensis var. obtusa, 
AC0389,2,2,-31.99894201,115.8912661,Good form with good vigour,Perfect suitability,Existing,,Chamelaucium uncinatum, 
AC0390,4,8,-31.99895188,115.8923279,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Melaleuca rhaphiophylla, 
AC0391,6,2,-31.99891193,115.8873053,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0392,3,4,-31.99895,115.8913742,Good form with good vigour,Perfect suitability,Existing,,Grevillea Species, 
AC0393,3,5,-31.99895237,115.8912081,Slight imperfections in form,Perfect suitability,Existing,,Corymbia ficifolia, 
AC0394,4,2,-31.99892092,115.8875171,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC0395,5,8,-31.99895512,115.8913143,Good form with good vigour,Perfect suitability,Existing,,Melaleuca rhaphiophylla, 
AC0396,5,8,-31.99896763,115.8922714,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus erythrocorys, 
